latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
42.355007,70.99706,3005.0,-14400,America/New_York,GMT-4

time,weather_code (wmo code),temperature_2m_mean (°C),apparent_temperature_mean (°C),precipitation_sum (mm),wind_gusts_10m_max (km/h),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°)
2006-11-27,3,-17.2,-21.9,0.00,46.1,5.8,186
2006-11-28,73,-15.8,-20.5,4.00,51.1,7.2,179
2006-11-29,73,-13.3,-17.9,11.90,52.6,7.6,179
2006-11-30,73,-12.6,-16.9,10.40,47.9,6.1,189
2006-12-01,71,-14.0,-18.4,2.20,50.0,5.9,190
2006-12-02,71,-15.8,-20.3,0.00,34.6,5.4,186
2006-12-03,71,-15.2,-19.6,0.00,38.2,5.4,187
2006-12-04,71,-13.0,-17.0,0.10,26.3,4.0,185
2006-12-05,71,-13.7,-17.7,0.10,19.1,4.0,204
2006-12-06,2,-13.2,-17.6,0.00,21.2,4.7,184
2006-12-07,3,-10.8,-15.4,0.00,20.9,4.7,186
2006-12-08,0,-7.3,-11.9,0.00,21.6,5.1,183
2006-12-09,1,-6.6,-10.9,0.00,18.4,4.3,186
2006-12-10,2,-9.0,-13.3,0.00,27.0,4.3,186
2006-12-11,0,-8.7,-13.4,0.00,26.6,5.1,182
2006-12-12,0,-9.1,-13.6,0.00,20.2,4.7,190
2006-12-13,0,-10.6,-15.3,0.00,22.0,5.1,188
2006-12-14,3,-9.9,-14.5,0.00,25.2,5.4,185
2006-12-15,73,-10.5,-14.8,0.90,29.2,4.4,187
2006-12-16,73,-12.3,-16.7,3.80,50.8,7.2,192
2006-12-17,3,-13.4,-18.1,0.00,55.8,8.2,190
2006-12-18,3,-7.3,-11.8,0.00,26.3,5.8,183
2006-12-19,71,-5.0,-9.4,0.00,20.9,4.7,187
2006-12-20,73,-7.9,-11.8,5.00,28.4,4.7,184
2006-12-21,73,-8.4,-12.5,3.80,60.5,7.3,188
2006-12-22,73,-8.7,-12.8,8.50,55.1,7.0,191
2006-12-23,73,-8.8,-12.9,12.70,46.8,5.9,187
2006-12-24,73,-9.1,-13.1,10.30,40.7,5.9,184
2006-12-25,73,-11.6,-15.8,6.80,43.6,5.8,195
2006-12-26,3,-12.4,-17.1,0.00,37.4,5.4,183
2006-12-27,3,-11.8,-16.5,0.00,42.5,6.1,184
2006-12-28,73,-10.6,-15.0,3.30,46.1,5.8,183
2006-12-29,73,-10.0,-14.0,12.70,47.5,6.5,185
2006-12-30,73,-14.3,-18.7,1.50,46.1,6.2,193
2006-12-31,73,-19.0,-23.7,1.20,51.1,6.9,184
2007-01-01,73,-19.0,-23.7,4.90,49.3,6.6,199
2007-01-02,3,-20.1,-24.8,0.00,40.3,4.7,193
2007-01-03,0,-14.1,-18.9,0.00,21.6,5.0,180
2007-01-04,0,-12.9,-17.6,0.00,29.5,5.0,182
2007-01-05,0,-7.9,-12.6,0.00,31.0,4.7,181
2007-01-06,3,-7.5,-12.5,0.00,28.4,6.1,183
2007-01-07,3,-8.3,-13.1,0.00,25.9,4.4,185
2007-01-08,71,-14.1,-18.7,0.00,31.7,5.4,185
2007-01-09,71,-14.8,-19.1,0.00,29.5,4.3,182
2007-01-10,71,-14.8,-19.0,1.20,31.0,4.3,185
2007-01-11,71,-14.5,-18.6,0.40,25.9,3.6,185
2007-01-12,3,-14.4,-18.5,0.00,20.5,4.0,169
2007-01-13,2,-13.4,-18.0,0.00,28.4,5.1,174
2007-01-14,73,-15.8,-20.4,1.90,38.9,5.4,182
2007-01-15,73,-15.2,-19.7,4.80,46.1,5.8,186
2007-01-16,71,-16.0,-20.5,0.50,33.8,6.5,181
2007-01-17,71,-13.4,-18.0,0.50,42.1,6.8,183
2007-01-18,73,-14.6,-19.1,3.10,55.1,6.9,194
2007-01-19,71,-17.2,-21.9,0.10,52.2,6.6,194
2007-01-20,3,-11.9,-16.6,0.00,27.0,5.4,184
2007-01-21,3,-10.6,-15.4,0.00,33.8,5.5,187
2007-01-22,71,-11.4,-16.1,0.00,33.8,5.4,186
2007-01-23,71,-11.9,-16.2,0.90,43.9,5.9,191
2007-01-24,3,-11.8,-16.4,0.00,43.9,5.8,193
2007-01-25,3,-6.9,-11.5,0.00,22.3,4.7,185
2007-01-26,0,-4.3,-8.8,0.00,24.5,5.4,184
2007-01-27,2,-4.0,-8.5,0.00,22.3,5.1,185
2007-01-28,3,-4.9,-9.6,0.00,31.3,5.8,184
2007-01-29,3,-3.9,-8.6,0.00,29.2,5.1,182
2007-01-30,3,-3.9,-8.6,0.00,25.2,5.1,185
2007-01-31,71,-4.5,-9.2,0.30,51.8,6.1,182
2007-02-01,73,-7.3,-11.4,4.80,67.7,6.5,178
2007-02-02,73,-8.9,-12.7,5.40,35.6,5.8,190
2007-02-03,3,-6.8,-11.2,0.00,31.0,6.1,189
2007-02-04,73,-10.5,-14.8,1.20,38.2,6.1,188
2007-02-05,73,-8.1,-12.4,3.20,49.0,6.5,184
2007-02-06,73,-9.0,-13.1,6.60,50.4,6.8,186
2007-02-07,73,-9.4,-13.6,0.80,32.4,5.4,182
2007-02-08,71,-8.3,-12.3,1.00,29.5,4.7,183
2007-02-09,71,-7.7,-11.4,1.00,19.8,4.0,182
2007-02-10,71,-8.6,-12.3,0.10,23.0,4.7,173
2007-02-11,3,-7.7,-11.5,0.00,20.9,4.0,176
2007-02-12,71,-8.2,-11.9,0.90,22.3,3.7,194
2007-02-13,2,-10.5,-14.4,0.00,19.4,4.0,178
2007-02-14,3,-10.3,-14.4,0.00,23.0,4.3,185
2007-02-15,3,-11.4,-15.5,0.00,27.0,4.3,189
2007-02-16,73,-11.3,-15.5,0.40,29.2,5.1,184
2007-02-17,73,-10.9,-15.1,3.90,42.8,5.4,184
2007-02-18,73,-10.0,-14.2,6.60,49.3,6.3,191
2007-02-19,73,-14.2,-18.7,2.50,55.1,7.7,201
2007-02-20,3,-11.1,-15.5,0.00,27.4,5.8,181
2007-02-21,71,-11.1,-15.5,1.70,50.8,6.9,185
2007-02-22,73,-11.3,-15.9,7.10,73.4,9.6,187
2007-02-23,73,-8.2,-12.4,13.60,70.2,7.4,193
2007-02-24,73,-7.2,-11.1,17.10,42.8,5.9,191
2007-02-25,75,-7.5,-11.7,19.70,74.9,9.2,192
2007-02-26,73,-16.2,-20.8,3.90,61.6,7.2,212
2007-02-27,0,-21.4,-25.9,0.00,49.3,5.8,200
2007-02-28,3,-18.4,-22.8,0.00,23.8,4.7,178
2007-03-01,3,-16.4,-20.8,0.00,22.0,4.3,183
2007-03-02,0,-15.8,-20.1,0.00,24.8,5.4,179
2007-03-03,0,-14.6,-19.0,0.00,24.5,5.4,187
2007-03-04,0,-14.7,-19.1,0.00,25.9,5.4,187
2007-03-05,1,-14.1,-18.4,0.00,27.4,5.4,185
2007-03-06,1,-13.3,-17.5,0.00,27.7,5.1,186
2007-03-07,3,-11.5,-15.7,0.00,25.6,5.4,178
2007-03-08,73,-9.1,-13.1,10.90,29.9,4.7,183
2007-03-09,73,-8.4,-12.1,5.00,30.2,4.9,198
2007-03-10,3,-11.0,-14.9,0.00,29.2,4.4,194
2007-03-11,1,-11.5,-15.5,0.00,25.2,4.0,193
2007-03-12,1,-11.3,-15.3,0.00,20.5,3.3,192
2007-03-13,1,-11.7,-15.7,0.00,25.9,4.0,200
2007-03-14,3,-11.6,-15.7,0.00,32.4,5.1,189
2007-03-15,3,-10.3,-14.3,0.00,37.4,5.8,183
2007-03-16,73,-7.0,-10.7,3.00,40.7,5.8,183
2007-03-17,75,-4.5,-8.3,22.30,80.6,7.3,184
2007-03-18,71,-5.9,-9.6,0.30,46.1,6.1,182
2007-03-19,71,-4.6,-7.9,1.10,35.6,5.0,187
2007-03-20,2,-6.7,-10.4,0.00,25.9,3.7,199
2007-03-21,71,-7.0,-10.6,0.00,26.3,4.0,194
2007-03-22,1,-6.4,-9.9,0.00,22.3,4.3,187
2007-03-23,71,-5.9,-9.4,0.20,25.6,4.7,180
2007-03-24,73,-6.8,-10.6,1.40,51.1,7.3,179
2007-03-25,75,-5.0,-8.9,41.40,95.0,8.0,190
2007-03-26,75,-2.9,-6.5,32.40,85.3,8.2,192
2007-03-27,75,-3.3,-6.8,13.30,71.6,6.8,187
2007-03-28,75,-4.2,-7.7,25.20,78.8,5.4,223
2007-03-29,73,-3.7,-6.9,6.00,40.3,4.0,190
2007-03-30,73,-3.0,-6.0,5.30,24.8,3.0,183
2007-03-31,73,-2.4,-5.2,4.10,24.8,3.0,169
2007-04-01,75,-6.0,-9.6,11.30,39.6,6.1,217
2007-04-02,73,-7.4,-11.3,1.30,41.8,6.6,191
2007-04-03,71,-5.5,-9.1,0.60,37.8,5.4,187
2007-04-04,73,-3.9,-7.4,1.80,49.0,6.2,188
2007-04-05,71,-3.9,-7.2,0.60,50.0,6.2,181
2007-04-06,75,-6.1,-10.1,7.90,67.0,7.7,187
2007-04-07,51,-3.6,-7.4,0.10,40.7,5.8,183
2007-04-08,75,-2.6,-6.1,14.70,64.4,6.6,186
2007-04-09,73,-1.1,-4.2,9.60,60.5,6.0,191
2007-04-10,73,1.0,-1.6,11.30,59.0,5.4,194
2007-04-11,3,2.0,-0.5,0.00,26.6,5.1,183
2007-04-12,3,3.9,1.2,0.00,27.7,5.4,182
2007-04-13,51,4.4,1.9,0.10,31.7,5.4,183
2007-04-14,73,2.6,-0.0,5.90,50.0,6.5,187
2007-04-15,3,5.1,2.2,0.00,32.0,5.8,181
2007-04-16,73,3.0,-0.1,5.60,41.0,5.8,184
2007-04-17,75,0.2,-2.5,1.50,42.5,4.1,196
2007-04-18,0,0.4,-2.6,0.00,29.2,5.1,175
2007-04-19,0,2.7,-0.4,0.00,26.3,5.4,173
2007-04-20,3,5.2,2.1,0.00,29.9,5.8,182
2007-04-21,71,2.6,0.0,7.40,33.8,4.3,185
2007-04-22,71,0.8,-1.9,0.60,23.8,3.7,204
2007-04-23,73,-0.3,-2.8,2.20,26.6,4.3,199
2007-04-24,3,1.1,-1.5,0.00,23.0,4.7,189
2007-04-25,3,4.6,1.6,0.00,26.3,5.8,173
2007-04-26,3,5.4,2.4,0.00,33.8,4.8,187
2007-04-27,71,1.9,-0.8,1.60,46.8,5.2,192
2007-04-28,51,3.0,0.3,0.20,42.1,5.5,182
2007-04-29,75,3.3,0.8,9.30,60.8,5.9,187
2007-04-30,53,1.5,-1.2,1.90,45.4,6.1,185
2007-05-01,61,4.4,2.2,12.70,49.7,6.9,182
2007-05-02,61,2.0,-0.6,4.50,37.1,5.1,179
2007-05-03,51,4.6,2.2,0.70,30.2,5.4,193
2007-05-04,51,3.1,0.7,3.80,32.4,4.8,211
2007-05-05,73,3.6,1.4,2.30,52.6,5.8,206
2007-05-06,73,1.9,-0.8,7.20,43.2,6.3,198
2007-05-07,73,0.8,-2.6,5.10,67.0,9.2,211
2007-05-08,1,-3.4,-7.0,0.00,61.6,12.4,238
2007-05-09,1,3.0,0.3,0.00,22.7,5.0,164
2007-05-10,51,6.8,4.4,0.10,25.2,5.4,191
2007-05-11,51,7.6,4.7,0.50,32.0,6.2,212
2007-05-12,55,5.0,2.5,7.60,59.4,8.7,226
2007-05-13,51,5.3,3.1,1.20,28.8,5.7,123
2007-05-14,3,8.9,7.0,0.00,30.2,5.8,176
2007-05-15,53,10.1,8.4,3.40,29.9,5.4,224
2007-05-16,73,3.7,1.5,20.90,46.8,5.6,213
2007-05-17,75,-1.4,-4.3,14.30,46.4,4.9,204
2007-05-18,71,-1.3,-4.2,2.20,21.2,3.6,193
2007-05-19,73,-2.6,-5.6,2.40,19.8,4.0,223
2007-05-20,73,-1.8,-4.4,2.90,22.3,5.1,264
2007-05-21,73,0.0,-2.6,2.70,30.2,5.8,269
2007-05-22,51,4.4,2.1,0.10,30.2,5.6,133
2007-05-23,53,5.4,3.2,2.50,26.6,4.9,249
2007-05-24,71,4.5,2.0,5.40,31.7,5.2,314
2007-05-25,53,5.5,3.2,2.10,33.1,7.6,51
2007-05-26,61,6.1,3.9,5.50,29.5,6.8,18
2007-05-27,71,5.4,3.2,5.30,34.9,7.1,13
2007-05-28,51,6.6,4.6,0.60,34.6,7.9,73
2007-05-29,53,7.7,6.0,2.90,29.9,5.1,142
2007-05-30,61,8.2,6.6,14.70,23.0,4.3,207
2007-05-31,63,7.2,4.9,12.20,34.6,5.8,207
2007-06-01,61,7.1,5.0,9.50,27.4,5.1,219
2007-06-02,63,7.9,5.9,7.40,25.6,5.2,214
2007-06-03,63,6.9,4.4,11.20,64.1,8.9,192
2007-06-04,61,6.1,3.5,13.80,71.3,10.2,205
2007-06-05,55,4.7,2.5,7.90,60.8,9.4,240
2007-06-06,73,6.6,4.7,3.80,60.8,9.5,205
2007-06-07,73,4.6,1.8,12.90,86.4,13.2,212
2007-06-08,71,4.0,1.5,7.50,61.2,8.6,231
2007-06-09,51,9.2,7.1,0.20,41.0,6.5,216
2007-06-10,63,8.9,6.8,16.70,67.0,10.5,216
2007-06-11,63,7.6,5.7,21.60,72.4,10.0,227
2007-06-12,61,6.5,4.9,11.50,51.8,8.3,247
2007-06-13,61,6.4,4.4,6.80,41.8,7.9,279
2007-06-14,71,5.4,3.3,6.50,36.0,6.6,340
2007-06-15,55,5.3,3.1,4.80,33.5,7.6,53
2007-06-16,51,6.6,4.2,1.10,32.0,7.1,57
2007-06-17,55,7.3,4.7,2.10,31.7,7.6,53
2007-06-18,1,8.5,5.6,0.00,38.2,10.0,68
2007-06-19,51,10.6,8.6,0.40,36.0,7.6,102
2007-06-20,55,11.9,10.5,2.90,27.7,4.0,160
2007-06-21,3,13.1,11.5,0.00,25.6,4.0,321
2007-06-22,53,14.1,12.2,1.10,37.1,9.3,268
2007-06-23,55,13.3,12.1,2.50,31.0,5.2,250
2007-06-24,61,11.3,10.9,10.90,41.0,5.4,209
2007-06-25,63,10.5,9.4,22.50,40.0,6.2,217
2007-06-26,55,11.7,10.5,1.40,28.4,5.4,252
2007-06-27,51,11.6,10.5,1.30,26.3,6.1,262
2007-06-28,61,6.7,4.6,10.40,51.1,9.0,261
2007-06-29,53,7.3,5.5,3.10,40.7,8.0,281
2007-06-30,53,9.3,8.0,1.60,27.7,5.1,12
2007-07-01,51,9.2,7.8,1.60,30.6,5.2,9
2007-07-02,61,9.0,7.5,2.70,32.0,7.1,329
2007-07-03,61,9.1,7.4,2.20,35.3,7.3,331
2007-07-04,53,10.3,8.9,2.70,40.0,5.6,296
2007-07-05,63,9.0,7.7,11.40,37.4,4.9,234
2007-07-06,63,8.8,7.3,11.50,34.9,6.0,246
2007-07-07,61,7.4,5.7,17.80,36.7,5.5,228
2007-07-08,61,8.7,7.3,13.40,31.7,7.6,273
2007-07-09,51,10.7,9.6,1.00,28.4,5.2,328
2007-07-10,61,12.0,11.0,2.30,28.1,5.5,77
2007-07-11,63,9.8,8.8,22.20,37.1,4.9,261
2007-07-12,53,9.3,7.6,1.60,34.2,5.7,245
2007-07-13,53,9.4,7.3,3.00,30.6,7.2,234
2007-07-14,61,7.7,5.3,8.60,42.8,7.1,197
2007-07-15,63,7.5,5.7,24.90,47.2,6.5,228
2007-07-16,61,7.5,6.1,11.70,34.6,5.2,280
2007-07-17,51,9.9,8.4,1.90,24.8,6.8,31
2007-07-18,2,13.0,12.0,0.00,34.9,6.9,75
2007-07-19,51,15.5,15.2,1.80,27.7,4.7,198
2007-07-20,63,11.4,10.6,22.70,30.2,5.1,247
2007-07-21,61,9.4,8.2,16.20,30.6,5.4,342
2007-07-22,55,10.4,8.6,3.00,31.7,7.0,50
2007-07-23,61,9.7,8.0,9.80,27.0,4.3,182
2007-07-24,63,9.7,7.7,17.10,46.1,7.2,213
2007-07-25,63,9.6,7.9,12.20,48.6,5.7,214
2007-07-26,71,6.5,4.4,15.90,51.5,7.8,235
2007-07-27,71,4.6,2.6,9.50,45.0,7.0,257
2007-07-28,2,8.9,7.5,0.00,28.8,4.3,133
2007-07-29,1,11.1,9.9,0.00,30.2,5.1,204
2007-07-30,2,12.0,10.7,0.00,27.7,4.7,231
2007-07-31,61,10.3,8.5,9.50,33.1,6.1,224
2007-08-01,63,8.5,6.7,12.10,32.8,5.7,230
2007-08-02,73,6.8,4.8,30.80,28.1,5.1,211
2007-08-03,61,6.0,4.2,12.70,28.8,4.0,216
2007-08-04,55,8.1,6.7,4.40,29.2,4.5,145
2007-08-05,53,9.9,8.2,2.20,26.6,5.1,144
2007-08-06,61,9.2,7.7,9.90,27.7,4.3,168
2007-08-07,61,9.2,7.7,9.50,27.7,5.4,188
2007-08-08,63,10.3,9.0,7.90,29.5,4.3,224
2007-08-09,51,11.7,10.3,0.70,25.2,4.7,168
2007-08-10,51,12.5,10.6,1.50,41.8,8.2,216
2007-08-11,63,7.8,6.0,16.80,64.1,11.0,253
2007-08-12,51,8.4,7.0,0.30,31.3,5.8,70
2007-08-13,53,9.0,7.7,3.70,29.5,5.1,9
2007-08-14,53,7.7,6.0,2.90,33.5,6.0,288
2007-08-15,53,6.6,4.5,1.20,32.8,5.9,2
2007-08-16,51,7.1,5.0,0.20,35.3,6.9,49
2007-08-17,51,7.4,5.3,0.70,33.8,6.6,359
2007-08-18,51,8.8,7.1,0.80,29.9,4.7,100
2007-08-19,51,9.2,7.2,0.10,32.0,5.3,245
2007-08-20,51,8.5,6.5,0.80,37.1,7.1,297
2007-08-21,1,9.5,7.7,0.00,37.4,7.3,95
2007-08-22,61,9.9,8.5,4.60,29.5,4.7,176
2007-08-23,61,9.5,8.1,11.50,26.3,4.3,203
2007-08-24,63,9.2,7.6,12.70,32.4,5.8,232
2007-08-25,61,8.5,6.6,3.20,31.3,6.1,293
2007-08-26,51,8.8,6.7,0.50,29.5,6.5,87
2007-08-27,51,9.4,7.2,0.40,29.5,6.6,69
2007-08-28,53,9.3,7.5,2.00,29.9,4.8,165
2007-08-29,53,10.1,8.3,0.90,27.7,5.1,209
2007-08-30,61,9.3,7.3,7.90,28.4,4.4,212
2007-08-31,61,10.1,8.3,3.70,28.8,6.6,188
2007-09-01,61,9.4,7.6,8.40,24.8,4.6,232
2007-09-02,61,8.9,6.8,6.10,27.7,5.4,243
2007-09-03,51,9.6,7.8,0.10,28.1,4.9,0
2007-09-04,61,7.1,5.1,8.00,33.8,6.8,26
2007-09-05,51,7.2,4.6,0.10,43.6,10.9,73
2007-09-06,1,8.6,6.4,0.00,31.3,6.2,67
2007-09-07,55,7.3,5.5,3.30,30.6,5.7,271
2007-09-08,51,6.5,4.2,0.90,28.8,6.5,70
2007-09-09,2,9.3,7.1,0.00,30.6,6.3,103
2007-09-10,0,11.0,8.8,0.00,27.7,5.5,115
2007-09-11,1,11.5,9.6,0.00,28.1,5.1,295
2007-09-12,0,10.0,8.1,0.00,28.8,5.4,346
2007-09-13,1,7.9,6.0,0.00,30.2,6.5,295
2007-09-14,0,8.7,6.6,0.00,27.7,6.2,103
2007-09-15,0,10.4,8.2,0.00,25.2,5.4,164
2007-09-16,1,8.9,6.9,0.00,30.6,4.4,221
2007-09-17,1,8.6,6.7,0.00,26.6,4.8,175
2007-09-18,1,8.3,6.0,0.00,30.6,4.8,225
2007-09-19,51,6.9,4.1,0.50,42.1,7.3,214
2007-09-20,51,3.7,0.7,0.20,51.5,9.8,231
2007-09-21,1,2.4,-0.8,0.00,36.4,7.1,251
2007-09-22,73,-0.4,-3.6,2.10,38.2,7.6,269
2007-09-23,2,1.3,-1.6,0.00,28.4,5.6,123
2007-09-24,0,2.4,-0.5,0.00,25.9,5.1,201
2007-09-25,1,2.1,-0.9,0.00,30.6,4.8,234
2007-09-26,51,0.6,-2.8,0.70,37.8,7.9,237
2007-09-27,73,-3.3,-6.7,6.70,34.2,5.6,231
2007-09-28,73,-5.1,-8.6,4.80,25.6,5.1,142
2007-09-29,73,-4.8,-8.4,3.60,23.4,4.7,211
2007-09-30,3,-3.0,-6.5,0.00,31.0,5.9,197
2007-10-01,73,-3.2,-7.3,2.50,64.4,8.8,207
2007-10-02,73,-4.9,-8.5,9.50,78.1,9.2,237
2007-10-03,73,-10.2,-14.3,1.30,27.4,6.5,173
2007-10-04,0,-6.9,-10.8,0.00,22.0,5.4,188
2007-10-05,0,-7.0,-10.8,0.00,24.1,5.1,182
2007-10-06,2,-6.4,-10.0,0.00,20.2,5.1,191
2007-10-07,1,-6.3,-9.9,0.00,21.6,5.1,186
2007-10-08,71,-6.2,-9.8,0.00,21.6,4.7,188
2007-10-09,2,-4.3,-7.9,0.00,21.6,5.1,180
2007-10-10,0,-3.5,-7.1,0.00,21.2,5.1,189
2007-10-11,71,-4.2,-7.9,0.20,28.1,5.0,188
2007-10-12,0,-2.7,-6.6,0.00,27.0,5.1,190
2007-10-13,0,-0.1,-3.7,0.00,21.6,4.7,192
2007-10-14,0,1.3,-2.2,0.00,21.2,4.7,179
2007-10-15,2,2.2,-1.1,0.00,20.2,4.4,188
2007-10-16,1,2.3,-0.9,0.00,20.2,4.3,194
2007-10-17,2,2.2,-0.9,0.00,22.0,4.3,188
2007-10-18,3,3.0,-0.4,0.00,44.6,6.1,183
2007-10-19,73,-2.6,-6.3,3.60,55.8,8.1,196
2007-10-20,2,-5.0,-8.9,0.00,37.4,6.8,243
2007-10-21,1,-2.4,-6.2,0.00,27.0,5.4,205
2007-10-22,3,-0.2,-4.0,0.00,20.2,4.4,177
2007-10-23,3,-1.1,-5.0,0.00,33.1,5.4,210
2007-10-24,71,-2.9,-6.9,0.50,37.4,6.6,219
2007-10-25,73,-5.0,-8.7,1.20,34.2,4.8,223
2007-10-26,1,-5.2,-9.2,0.00,28.1,4.7,202
2007-10-27,0,-4.8,-8.8,0.00,31.3,5.8,210
2007-10-28,0,-3.8,-7.7,0.00,19.8,4.3,176
2007-10-29,0,-3.7,-7.6,0.00,19.4,4.3,175
2007-10-30,0,-1.8,-5.7,0.00,21.2,4.7,171
2007-10-31,0,0.1,-3.8,0.00,22.0,5.1,182
2007-11-01,0,1.1,-2.9,0.00,25.2,4.8,203
2007-11-02,3,0.5,-3.4,0.00,31.7,5.4,195
2007-11-03,2,0.4,-3.7,0.00,34.6,5.4,187
2007-11-04,3,1.3,-3.0,0.00,70.9,11.9,191
2007-11-05,3,-0.1,-4.1,0.00,57.2,10.6,195
2007-11-06,3,0.7,-3.2,0.00,38.5,6.5,188
2007-11-07,3,1.0,-3.1,0.00,42.5,7.0,184
2007-11-08,75,-1.3,-5.2,14.00,74.5,8.7,198
2007-11-09,75,-7.5,-11.4,12.40,48.2,6.2,192
2007-11-10,73,-5.9,-9.9,1.70,58.0,6.5,186
2007-11-11,73,-5.9,-9.9,5.10,69.8,6.6,190
2007-11-12,73,-6.0,-10.1,0.50,48.2,6.2,191
2007-11-13,73,-5.9,-9.9,6.00,64.8,6.8,182
2007-11-14,1,-9.6,-13.8,0.00,54.7,6.5,189
2007-11-15,0,-9.1,-13.5,0.00,33.8,5.1,189
2007-11-16,3,-9.6,-14.2,0.00,28.4,5.1,187
2007-11-17,2,-7.8,-12.4,0.00,23.8,5.0,181
2007-11-18,3,-7.7,-12.5,0.00,32.4,6.2,187
2007-11-19,73,-7.7,-12.3,3.50,50.4,7.2,185
2007-11-20,73,-7.6,-11.6,3.60,55.1,6.3,197
2007-11-21,75,-5.9,-10.0,15.90,86.8,8.4,187
2007-11-22,75,-3.0,-6.5,49.60,87.1,7.8,198
2007-11-23,73,-6.9,-10.6,2.60,59.0,5.8,217
2007-11-24,73,-8.3,-12.5,0.40,25.9,5.1,182
2007-11-25,73,-7.8,-11.7,8.20,36.4,5.1,186
2007-11-26,73,-5.6,-9.2,11.30,35.6,4.7,188
2007-11-27,73,-5.6,-9.4,6.50,51.8,5.4,181
2007-11-28,71,-8.7,-12.8,0.50,42.1,6.5,188
2007-11-29,1,-8.1,-12.7,0.00,31.3,5.4,185
2007-11-30,73,-10.8,-15.0,5.10,39.6,5.1,179
2007-12-01,73,-13.0,-17.2,1.80,25.6,6.5,179
2007-12-02,3,-10.0,-14.6,0.00,28.4,5.8,186
2007-12-03,73,-7.4,-11.8,2.10,37.4,5.8,184
2007-12-04,73,-8.4,-12.4,3.60,44.3,5.8,183
2007-12-05,73,-8.8,-12.8,5.50,43.9,5.8,184
2007-12-06,71,-9.5,-13.6,0.00,45.0,5.5,199
2007-12-07,2,-10.8,-15.2,0.00,34.6,5.2,198
2007-12-08,73,-10.4,-15.1,1.50,35.6,5.4,191
2007-12-09,73,-11.2,-15.3,16.70,46.8,5.0,197
2007-12-10,73,-11.3,-15.2,7.60,34.9,4.1,189
2007-12-11,3,-12.3,-16.3,0.00,17.3,3.6,184
2007-12-12,2,-15.1,-19.5,0.00,35.6,4.6,197
2007-12-13,3,-19.8,-24.4,0.00,42.1,5.8,190
2007-12-14,3,-16.8,-21.4,0.00,41.8,5.4,192
2007-12-15,3,-13.8,-18.5,0.00,35.3,5.4,188
2007-12-16,73,-13.3,-17.7,11.30,51.1,5.4,185
2007-12-17,73,-13.9,-18.4,1.60,59.8,6.6,191
2007-12-18,73,-14.0,-18.4,2.60,43.6,5.4,189
2007-12-19,73,-13.4,-17.8,2.50,49.3,6.8,187
2007-12-20,75,-12.6,-17.1,14.60,63.7,6.5,184
2007-12-21,75,-15.3,-20.1,3.40,65.5,8.0,192
2007-12-22,73,-13.5,-18.0,7.50,61.6,7.6,190
2007-12-23,73,-15.2,-20.0,1.90,71.3,9.5,191
2007-12-24,73,-16.5,-21.5,7.40,74.9,9.5,199
2007-12-25,3,-19.8,-24.6,0.00,74.2,9.0,209
2007-12-26,3,-22.3,-27.0,0.00,40.0,5.4,178
2007-12-27,0,-16.2,-21.0,0.00,32.8,5.0,181
2007-12-28,0,-16.3,-21.0,0.00,33.1,4.1,172
2007-12-29,0,-15.3,-20.1,0.00,34.9,4.7,177
2007-12-30,0,-14.3,-19.0,0.00,28.8,4.7,178
2007-12-31,0,-14.0,-18.7,0.00,22.3,5.1,185
2008-01-01,3,-14.4,-19.1,0.00,24.8,5.1,187
2008-01-02,73,-18.1,-22.8,5.60,44.3,5.8,186
2008-01-03,73,-15.2,-19.6,8.30,40.7,5.1,191
2008-01-04,73,-16.1,-20.8,7.40,61.6,6.9,187
2008-01-05,73,-15.3,-19.8,2.90,46.4,6.1,184
2008-01-06,71,-13.3,-17.6,0.40,32.8,6.1,178
2008-01-07,73,-10.0,-14.2,6.40,41.8,7.2,175
2008-01-08,73,-15.2,-19.5,3.80,29.2,6.2,190
2008-01-09,3,-15.4,-19.7,0.00,27.4,5.4,192
2008-01-10,71,-15.6,-19.7,0.00,18.7,3.3,198
2008-01-11,3,-17.1,-21.4,0.00,32.4,4.7,189
2008-01-12,73,-16.3,-20.5,2.80,33.5,4.3,184
2008-01-13,73,-19.2,-23.8,2.80,39.6,5.7,203
2008-01-14,2,-20.4,-25.2,0.00,39.6,5.6,196
2008-01-15,71,-18.9,-23.6,0.70,35.6,5.5,186
2008-01-16,71,-19.0,-23.5,2.20,38.2,5.4,188
2008-01-17,71,-20.7,-25.1,0.00,37.1,4.7,192
2008-01-18,3,-21.6,-26.0,0.00,25.6,4.7,184
2008-01-19,1,-22.2,-26.6,0.00,21.6,4.0,179
2008-01-20,0,-23.9,-28.5,0.00,23.8,4.7,184
2008-01-21,2,-24.4,-29.1,0.00,23.8,4.7,184
2008-01-22,3,-23.7,-28.3,0.00,24.5,4.4,184
2008-01-23,3,-22.8,-27.4,0.00,21.2,4.7,182
2008-01-24,0,-20.8,-25.5,0.00,19.4,4.4,184
2008-01-25,0,-20.9,-25.7,0.00,21.2,4.7,187
2008-01-26,0,-21.5,-26.4,0.00,28.1,5.8,182
2008-01-27,3,-13.9,-18.7,0.00,24.1,5.8,186
2008-01-28,73,-15.5,-20.0,1.30,26.3,4.7,183
